"rep","mode","conv","nll","secs","alpha0_2","alpha0_3","alpha0_4","alpha0_5","alpha1_1","alpha1_2","og_E","log_c_bar","K_mean"
22,"zK",0,3127.06479786407,129.276109933853,-0.460585074810345,-0.654996144731545,0.478194194766189,0.853817126570862,1.41024358459966,-0.982576514517112,2.44819114105311,-0.648847321649557,1.591
22,"znext",0,3051.02952376269,136.512533903122,-0.474447140425772,-0.661591454199289,0.494951928654155,0.873379709188079,1.45711514211178,-1.01359645887756,2.544713635958,-0.533024962267712,1.591
23,"zK",0,3135.55983514496,129.789127826691,-0.425939554858365,-0.814553050865239,0.479868239392332,0.78769989562088,1.51994367378832,-0.956654878852665,2.38801200422253,-0.685458122669571,1.628
23,"znext",0,3059.52960644729,133.051501989365,-0.427354077687664,-0.84678967861345,0.500399973965261,0.814170902055823,1.55515742963682,-0.972345488976318,2.45282149590748,-0.567154084532694,1.628
24,"zK",0,3177.93766208565,133.88552904129,-0.514684164290486,-0.856526355791384,0.470601425024424,0.759659383054374,1.42784926982415,-0.973058423428236,2.37946869337507,-0.706029376928608,1.62
24,"znext",0,3093.65714250665,134.129900932312,-0.535078641921699,-0.892975700927514,0.478989389071781,0.775484712283025,1.47991416786149,-1.00749655486113,2.47587242133888,-0.570566831610393,1.62
25,"zK",0,3315.04233411147,137.238839149475,-0.445940144251731,-0.770305750377157,0.489319980106136,0.736692886471868,1.41820946931514,-0.78151039511897,2.2210058268898,-0.779765034605332,1.669
25,"znext",0,3239.56550555794,139.432486057281,-0.468663934711411,-0.806982094079995,0.498184533380144,0.751936340858103,1.45074766462564,-0.825727761144378,2.30433449483581,-0.668923835087224,1.669
26,"zK",0,3105.47583243805,126.083204030991,-0.524987908036391,-0.867629321332827,0.41474209997996,0.783470980373462,1.49463886501962,-1.07988371579193,2.5481533055897,-0.614921045008178,1.585
26,"znext",0,3036.10327717017,127.506577968597,-0.542389087350767,-0.899985871548144,0.435917061089353,0.808293051983525,1.53169629144348,-1.0905495301153,2.60991902945661,-0.506414547094431,1.585
