"rep","mode","conv","nll","secs","alpha0_2","alpha0_3","alpha0_4","alpha0_5","alpha1_1","alpha1_2","og_E","log_c_bar","K_mean"
72,"znext",0,3015.94635668965,134.051363945007,-0.479151829980391,-0.999815107472888,0.453801960852345,0.801627864628759,1.45553210424651,-0.93755257923851,2.34371359562838,-0.53722262230793,1.595
73,"zK",0,3102.73017805849,132.251806020737,-0.626227219243915,-0.791202764498711,0.416821451925369,0.731976716950655,1.59011452761446,-0.949213003519531,2.60337871707467,-0.719811703437705,1.606
73,"znext",0,3017.65388549975,129.885334968567,-0.664391027631678,-0.853801737437845,0.420142410130721,0.743230051048673,1.64989661060971,-0.989322610838821,2.71138399736106,-0.594708284463489,1.606
74,"zK",0,3099.75428697379,113.431948184967,-0.533761732761794,-0.810464332706764,0.502463730953313,0.77129439166305,1.58695644146571,-0.92179670003352,2.67551325148915,-0.717415123680242,1.592
74,"znext",0,3023.66325910259,105.748406887054,-0.551523821628219,-0.846694380463506,0.524465609673402,0.792477347564946,1.62934059155018,-0.954025804885064,2.76339669727094,-0.606231045422439,1.592
75,"zK",0,3198.3506335895,90.4493720531464,-0.518340621752638,-0.881352881099646,0.42051414875838,0.730274954224152,1.42270065492851,-1.03577436177431,2.34595074759406,-0.744655956513823,1.638
75,"znext",0,3107.85737844735,81.1778478622437,-0.531069189051496,-0.919547891232977,0.450031959623044,0.764131940891976,1.46401347492191,-1.09221971528368,2.46178693974989,-0.61052912998159,1.638
76,"zK",0,3176.69966748957,137.39853310585,-0.472228637359355,-0.820192231066069,0.475055859161815,0.776750680892298,1.6308423101017,-1.08748409108185,2.81595558936903,-0.7623773607887,1.638
76,"znext",0,3090.60907472781,137.276086091995,-0.486759045817427,-0.848452337652561,0.488234693421207,0.799842334144052,1.69541464906502,-1.14229966068238,2.96673369513479,-0.639055451453563,1.638
77,"zK",0,3126.42503718261,131.462737083435,-0.524598978410557,-0.923390633320075,0.458642711927027,0.734833849714592,1.47528667544422,-0.975257379924825,2.27743391610621,-0.651911798839653,1.615
77,"znext",0,3055.30259282926,131.758148908615,-0.542511796705087,-0.95424964294987,0.47387272981279,0.749704883695486,1.51414951482053,-1.00543929462439,2.35848587796316,-0.543591914815519,1.615
78,"zK",0,3156.74750283808,113.785130977631,-0.436058397203117,-0.790407062190165,0.499550657054838,0.834871788630182,1.50296589918527,-0.896413356529885,2.44345688413738,-0.713471734487708,1.622
78,"znext",0,3072.70664220377,112.533790111542,-0.464885108001856,-0.833774133128333,0.517180188944975,0.86143835120439,1.56267908898955,-0.917958872619179,2.54786245468861,-0.587325980463124,1.622
79,"zK",0,3113.56047405287,135.571479082108,-0.590050332837592,-0.840233807758631,0.525340048445111,0.789130439650696,1.48374063884054,-1.06734968403575,2.58154351614998,-0.636869660733426,1.593
79,"znext",0,3045.81475226897,132.24370098114,-0.607418388608029,-0.857222370791433,0.544028516624343,0.809301827129899,1.51813965387122,-1.11052930539651,2.67018102107796,-0.531943223250307,1.593
80,"zK",0,3065.79520038221,136.36382818222,-0.458635264002429,-0.715243967219414,0.600921116166581,0.94553329950641,1.48388612333459,-1.01710373686222,2.60333039845508,-0.677134981752828,1.587
80,"znext",0,2984.27542637905,132.385833024979,-0.502852425424782,-0.747733558399641,0.619854097068067,0.968083939696745,1.52526301191895,-1.03334241910334,2.67262449351336,-0.554651745589674,1.587
81,"zK",0,3034.78463434837,113.978567123413,-0.44210246059917,-0.789109343377111,0.622438941863859,0.879298009992897,1.5121608084607,-1.06219962286329,2.57308581555689,-0.605862955563268,1.563
81,"znext",0,2970.05557723234,110.541241168976,-0.458462651541747,-0.813289741441145,0.640133887524382,0.910169795197883,1.54723930479449,-1.09670252135136,2.66119262742237,-0.504342634037771,1.563
82,"zK",0,3227.10403742228,86.270544052124,-0.506691051905656,-0.770928619911067,0.517363462509018,0.726993140109903,1.41459652726548,-1.0023494000378,2.41006281222372,-0.758387054484762,1.647
82,"znext",0,3129.93036866811,87.3993649482727,-0.525624223772289,-0.797831481294641,0.546527495465301,0.764299598710065,1.45646423478466,-1.06229526344434,2.52747232256404,-0.609603385140786,1.647
83,"zK",0,3054.89983908687,131.83216881752,-0.488638937775148,-0.837501832893789,0.522525720161155,0.828538457750669,1.53659461971366,-1.04001812422446,2.77580606923166,-0.669407931738514,1.574
83,"znext",0,2969.47746054992,132.69912481308,-0.513545321871103,-0.858637532215421,0.554509025162361,0.861859788252485,1.59538551756163,-1.06825168507149,2.89368290335306,-0.546019247782624,1.574
84,"zK",0,3162.51714206668,128.758327960968,-0.556083354736347,-0.709206776673642,0.439017153646103,0.742809724325612,1.48093547959802,-0.865151644651881,2.27618955814004,-0.613137452988904,1.59
84,"znext",0,3085.02656719332,133.952325820923,-0.569284023434317,-0.74664442592434,0.457062975742048,0.759614924884346,1.52296241838303,-0.899792813663616,2.3637877276279,-0.497207896290585,1.59
85,"zK",0,3080.03165278453,114.755143880844,-0.548149825013753,-0.792614928690906,0.490775988179644,0.812765958525205,1.55147277600745,-0.960740487120901,2.546135594574,-0.695305125927504,1.599
85,"znext",0,3002.25685198591,109.720329046249,-0.578254946805856,-0.83076477896612,0.499146725620548,0.833146914136995,1.59942214172088,-1.00010666989699,2.64491970725485,-0.577332656093839,1.599
86,"zK",0,3128.85033734228,135.894300222397,-0.519713845181523,-0.868329555747567,0.523850182087865,0.824008203300076,1.52642713097801,-1.06402321831432,2.68230610113101,-0.726962855113646,1.62
86,"znext",0,3052.34928218642,134.796639919281,-0.543758823475469,-0.908195872368499,0.531846571961151,0.841365015632652,1.57162364539459,-1.09268468175603,2.7651937143651,-0.610670295443831,1.62
87,"zK",0,3182.7981257458,127.776319980621,-0.534316932516287,-0.779943008033246,0.515108538715,0.779218931232067,1.48489112452595,-0.991266126921595,2.49979254545347,-0.67590464089285,1.606
87,"znext",0,3113.52782746691,130.188094854355,-0.533403932041519,-0.799667970318884,0.533565949090318,0.806381709969173,1.5317540895733,-1.0090524114507,2.58909653840225,-0.569108528320775,1.606
88,"zK",0,3091.922416584,110.292140007019,-0.4595110288058,-0.786587603326033,0.498989304010972,0.855631543208865,1.50389075079738,-0.997295752153952,2.59017070608334,-0.734282018229029,1.602
88,"znext",0,3011.88133100685,143.605839014053,-0.475350023816609,-0.833069674458965,0.504676958994527,0.876835361919072,1.55428764410592,-1.02927810138415,2.68694727791297,-0.610633163961867,1.602
89,"zK",0,3087.72653542351,86.1301159858704,-0.572717554050451,-0.822521809215617,0.464033696817616,0.8622063020251,1.49235630617501,-0.937601947729595,2.46224593251264,-0.74376105563628,1.617
89,"znext",0,3014.33501862893,85.6015429496765,-0.586202238569074,-0.856265167299639,0.482299677294985,0.888395052863277,1.52447783915176,-0.952299489883495,2.52516638810515,-0.628252417975813,1.617
90,"zK",0,3113.71172345631,134.265831947327,-0.486240187277243,-0.870436473287403,0.461027886714562,0.773540690298081,1.54498303442917,-1.14201331311436,2.73036452452027,-0.730544521606442,1.617
90,"znext",0,3050.22706971505,137.859392166138,-0.506535721968582,-0.885298055529796,0.476896647431292,0.790068274474093,1.57550395173484,-1.15677347631861,2.78583199319389,-0.627927411640661,1.617
91,"zK",0,3186.20202826209,140.518560886383,-0.48196814835789,-0.742502783103771,0.521570298426708,0.829366051867012,1.52621092908125,-1.03269480015949,2.6544523860071,-0.773360480703355,1.646
91,"znext",0,3090.92294303202,129.801615953445,-0.511280287143905,-0.773409212140227,0.543450667087897,0.862432958855102,1.578528473996,-1.06171804225041,2.76053598010574,-0.633528700704078,1.646
92,"zK",0,3068.9134205945,114.154601812363,-0.466995442743596,-0.860309177293556,0.456895576035877,0.827294178334664,1.60950321210172,-0.981491814332388,2.57602777979873,-0.65792655882084,1.592
92,"znext",0,3003.52322978963,110.618468999863,-0.472248665922196,-0.876888362514523,0.483079110912279,0.855475510044179,1.65247329157408,-1.00943833228683,2.67129479634306,-0.55399656976933,1.592
93,"zK",0,3168.96762476117,86.9486401081085,-0.3960433113928,-0.73856046186709,0.494522641483811,0.849388637870689,1.47987012838225,-0.906159119291304,2.42139894867535,-0.748768625663929,1.642
93,"znext",0,3078.25548713632,84.8329491615295,-0.411800970542177,-0.776857790224074,0.515503738700075,0.879407039603444,1.52656044662019,-0.92560965867639,2.50064906284143,-0.614052132680682,1.642
94,"zK",0,3071.59435607455,133.068387031555,-0.526371900759967,-0.804865281221404,0.546657242287088,0.803317018128589,1.45669214087383,-1.05312007605252,2.34356971880521,-0.610967415328837,1.597
94,"znext",0,2993.32744252341,146.200349092484,-0.553650908408491,-0.835278264528881,0.561051338223704,0.821543446347314,1.51198278810172,-1.07981240857741,2.44410372618006,-0.494509002981551,1.597
95,"zK",0,3135.62380410726,138.258801937103,-0.515483491330776,-0.677806148532041,0.500037862917025,0.851048728017578,1.49555537809163,-0.86129695219906,2.36821306255882,-0.630174509094313,1.59
95,"znext",0,3048.08544443626,129.94749712944,-0.5253837975644,-0.689639464565932,0.521720503670902,0.8866019348769,1.54854931415399,-0.883449368898049,2.46978842153952,-0.500344285798152,1.59
96,"zK",0,3204.27812971065,115.031284809113,-0.520194345531081,-0.674762486113938,0.505083635794404,0.844193335480208,1.42787473800124,-1.01371809540575,2.44391657513384,-0.722475186013417,1.636
96,"znext",0,3118.08923053127,104.613281011581,-0.552150116256367,-0.699438657876834,0.516899941368481,0.870813744957503,1.46340400250819,-1.03426621187,2.50745104827754,-0.590883487561754,1.636
97,"zK",0,3130.66876116502,133.159870862961,-0.564119631143898,-0.908753692165608,0.541475410971925,0.734552633881851,1.53137626810963,-0.903976122140525,2.44318209132356,-0.750581726211964,1.627
97,"znext",0,3043.2937196423,132.346228837967,-0.605216322375475,-0.946543030379134,0.563877494919876,0.753843350637677,1.58673547249919,-0.933190822439887,2.54863068688417,-0.622003009655783,1.627
98,"zK",0,3094.9325218852,133.271194934845,-0.45279696337072,-0.86139033054041,0.478316256073545,0.851636118030413,1.49228645586875,-1.26294569697088,2.71925624497616,-0.684465647555386,1.611
98,"znext",0,3020.17136819868,119.533254861832,-0.472840647044384,-0.898075761758538,0.487661187515737,0.878968555631437,1.52793875316126,-1.3181772089145,2.82185956148937,-0.570234681067315,1.611
99,"zK",0,3143.50985395652,108.229887008667,-0.507747187175669,-0.856032807567384,0.488085480789571,0.742143067680476,1.60805178253631,-1.03172940597118,2.69911311149024,-0.71656876433921,1.617
99,"znext",0,3069.20071067064,90.8138649463654,-0.534251191227664,-0.894730938379022,0.510261371888399,0.764384799636205,1.65930122715947,-1.05753877402594,2.80047610483096,-0.609269872497872,1.617
100,"zK",0,3106.66465035048,85.2597641944885,-0.485170343928605,-0.759718162513399,0.499174753022519,0.816791121655306,1.52406082318152,-0.948421146124154,2.61645189406044,-0.69784106237219,1.596
100,"znext",0,3018.35346047799,76.8813209533691,-0.529617523033385,-0.790016525603362,0.521223992175821,0.853498175629046,1.58697578057306,-0.97939536379905,2.73720552193284,-0.566395830597149,1.596
